1,05/03/22,14:45:24,5
1,05/03/22,14:45:44,0
1,05/03/22,14:46:03,0
1,05/03/22,14:46:23,0
1,05/03/22,14:46:42,0
1,05/03/22,14:47:02,0
1,05/03/22,14:47:22,0
1,09/07/22,11:29:50,1
1,09/07/22,11:30:10,0
1,09/07/22,11:30:29,0
1,09/07/22,11:30:49,0
1,09/07/22,11:31:09,0
1,09/07/22,11:31:28,0
1,09/07/22,11:31:48,0
1,09/07/22,11:32:07,0
1,09/07/22,11:32:27,0
1,09/07/22,11:32:46,0
1,09/07/22,11:33:06,0
1,09/07/22,11:33:26,0
1,09/07/22,11:33:45,0
1,09/07/22,11:34:05,0
1,09/07/22,11:34:24,0
1,09/07/22,11:34:44,0
1,09/07/22,11:35:03,0
1,09/07/22,11:35:43,0
1,09/07/22,11:36:02,0
1,09/07/22,11:36:22,0
1,09/07/22,11:36:41,0
1,09/07/22,11:37:01,0
1,09/07/22,11:37:20,0
1,09/07/22,11:37:40,0
1,09/07/22,11:37:59,0
1,09/07/22,11:38:19,0
1,09/07/22,11:38:39,0
1,09/07/22,11:38:58,0
1,09/07/22,11:39:18,0
1,09/07/22,11:39:37,0
1,09/07/22,11:39:57,0
1,09/07/22,11:40:16,0
1,09/07/22,11:40:36,0
1,09/07/22,11:40:56,0
1,09/07/22,11:41:15,0
1,09/07/22,11:41:35,0
1,09/07/22,11:41:54,0
1,09/07/22,11:42:14,0
1,09/07/22,11:42:33,0
1,09/07/22,11:42:53,0
1,09/07/22,11:43:32,0
1,09/07/22,11:43:52,0
1,09/07/22,11:44:11,0
1,09/07/22,11:44:31,0
1,09/07/22,11:44:50,0
1,09/07/22,11:45:10,0
1,09/07/22,11:45:49,0
1,09/07/22,11:46:09,0
1,09/07/22,11:46:28,0
1,09/07/22,11:46:48,0
1,09/07/22,11:47:07,0
1,09/07/22,11:47:46,0
1,09/07/22,11:48:06,0
1,09/07/22,11:48:26,0
1,09/07/22,11:48:45,0
1,09/07/22,11:49:05,0
1,09/07/22,11:49:24,0
1,09/07/22,11:50:03,0
1,09/07/22,11:50:23,0
1,09/07/22,11:51:02,0
1,09/07/22,11:51:22,0
1,09/07/22,11:51:41,0
1,09/07/22,11:52:01,0
1,09/07/22,11:52:20,0
1,09/07/22,11:52:40,0
1,09/07/22,11:52:59,0
1,09/07/22,11:53:19,0
1,09/07/22,11:53:39,0
1,09/07/22,11:54:18,0
1,09/07/22,11:54:37,0
1,09/07/22,11:55:16,0
1,09/07/22,11:55:36,0
1,09/07/22,11:55:55,0
1,09/07/22,11:56:15,0
1,09/07/22,11:56:54,0
1,09/07/22,11:57:14,0
1,09/07/22,11:57:33,0
1,09/07/22,11:57:53,0
1,09/07/22,11:58:32,0
1,09/07/22,11:58:52,0
1,09/07/22,11:59:11,0
1,09/07/22,11:59:31,0
1,09/07/22,11:59:50,0
1,09/07/22,12:00:10,0
1,09/07/22,12:00:29,0
1,09/07/22,12:01:09,0
1,09/07/22,12:01:28,0
1,09/07/22,12:01:48,0
1,09/07/22,12:02:07,0
1,09/07/22,12:02:27,0
1,09/07/22,12:02:46,0
1,09/07/22,12:03:06,0
1,09/07/22,12:03:25,0
1,09/07/22,12:03:45,0
1,09/07/22,12:04:05,0
1,09/07/22,12:04:24,0
1,09/07/22,12:04:44,0
1,09/07/22,12:05:23,0
1,09/07/22,12:05:42,0
1,09/07/22,12:06:02,0
1,09/07/22,12:06:22,0
1,09/07/22,12:06:41,0
1,09/07/22,12:07:01,0
1,09/07/22,12:07:20,0
1,09/07/22,12:07:40,0
1,09/07/22,12:07:59,0
1,09/07/22,12:08:19,0
1,09/07/22,12:08:38,0
1,09/07/22,12:08:58,0
1,09/07/22,12:09:18,0
1,09/07/22,12:09:37,0
1,09/07/22,12:09:57,0
1,09/07/22,12:10:16,0
1,09/07/22,12:10:55,0
1,09/07/22,12:11:15,0
1,09/07/22,12:11:35,0
1,09/07/22,12:11:54,0
1,09/07/22,12:12:14,0
1,09/07/22,12:12:33,0
1,09/07/22,12:12:53,0
1,09/07/22,12:13:32,0
1,09/07/22,12:13:52,0
1,09/07/22,12:14:11,0
1,09/07/22,12:14:50,0
1,09/07/22,12:15:29,0
1,09/07/22,12:15:49,0
1,09/07/22,12:16:08,0
1,09/07/22,12:16:28,0
1,09/07/22,12:16:48,0
1,09/07/22,12:17:07,0
1,09/07/22,12:17:27,0
1,09/07/22,12:17:46,0
1,09/07/22,12:18:06,0
1,09/07/22,12:18:25,0
1,09/07/22,12:18:45,0
1,09/07/22,12:19:05,0
1,09/07/22,12:19:24,0
1,09/07/22,12:19:44,0
1,09/07/22,12:20:23,0
1,09/07/22,12:20:42,0
1,09/07/22,12:21:02,0
1,09/07/22,12:21:22,0
1,09/07/22,12:21:41,0
1,09/07/22,12:22:01,0
1,09/07/22,12:22:20,0
1,09/07/22,12:22:40,0
1,09/07/22,12:22:59,0
1,09/07/22,12:23:19,0
1,09/07/22,12:23:38,0
1,09/07/22,12:23:58,0
1,09/07/22,12:24:18,0
1,09/07/22,12:24:37,0
1,09/07/22,12:24:57,0
1,09/07/22,12:25:16,0
1,09/07/22,12:25:36,0
1,09/07/22,12:26:15,0
1,09/07/22,12:26:54,0
1,09/07/22,12:27:14,0
1,09/07/22,12:27:33,0
1,09/07/22,12:27:53,0
1,09/07/22,12:28:12,0
1,09/07/22,12:28:32,0
1,09/07/22,12:28:51,0
1,09/07/22,12:29:11,0
1,09/07/22,12:29:50,0
1,09/07/22,12:30:10,0
1,09/07/22,12:30:29,0
1,09/07/22,12:30:49,0
1,09/07/22,12:31:08,0
1,09/07/22,12:31:28,0
1,09/07/22,12:31:48,0
1,09/07/22,12:32:07,0
1,09/07/22,12:32:27,0
1,09/07/22,12:32:46,0
1,09/07/22,12:33:06,0
1,09/07/22,12:33:25,0
1,09/07/22,12:34:05,0
1,09/07/22,12:34:24,0
1,09/07/22,12:35:03,0
1,09/07/22,12:35:23,0
1,09/07/22,12:35:42,0
1,09/07/22,12:36:02,0
1,09/07/22,12:36:21,0
1,09/07/22,12:36:41,0
1,09/07/22,12:37:40,0
1,09/07/22,12:37:59,0
1,09/07/22,12:38:19,0
1,09/07/22,12:38:38,0
1,09/07/22,12:39:37,0
1,09/07/22,12:39:57,0
1,09/07/22,12:40:16,0
1,09/07/22,12:40:36,0
1,09/07/22,12:40:55,0
1,09/07/22,12:41:15,0
1,09/07/22,12:41:34,0
1,09/07/22,12:41:54,0
1,09/07/22,12:42:14,0
1,09/07/22,12:42:53,0
1,09/07/22,12:43:12,0
1,09/07/22,12:43:32,0
1,09/07/22,12:43:51,0
1,09/07/22,12:44:11,0
1,09/07/22,12:44:31,0
1,09/07/22,12:44:50,0
1,09/07/22,12:45:10,0
1,09/07/22,12:45:49,0
1,09/07/22,12:46:08,0
1,09/07/22,12:46:28,0
1,09/07/22,12:46:48,0
1,09/07/22,12:47:07,0
1,09/07/22,12:47:27,0
1,09/07/22,12:47:46,0
1,09/07/22,12:48:06,0
1,09/07/22,12:48:25,0
1,09/07/22,12:48:45,0
1,09/07/22,12:49:04,0
1,09/07/22,12:49:24,0
1,09/07/22,12:49:44,0
1,09/07/22,12:50:03,0
1,09/07/22,12:51:02,0
1,09/07/22,12:51:21,0
1,09/07/22,12:51:41,0
1,09/07/22,12:52:01,0
1,09/07/22,12:52:20,0
1,09/07/22,12:52:40,0
1,09/07/22,12:52:59,0
1,09/07/22,12:53:19,0
1,09/07/22,12:53:38,0
1,09/07/22,12:53:58,0
1,09/07/22,12:54:17,0
