2022-11-17 12:48:01.888854,0
2022-11-17 12:48:11.889108,0
2022-11-17 12:48:21.889391,13
2022-11-17 12:48:31.889632,10
2022-11-17 12:48:41.889922,8
2022-11-17 12:48:51.890203,9
2022-11-17 12:49:01.890485,4
2022-11-17 12:49:11.890761,3
2022-11-17 12:49:21.890963,4
2022-11-17 12:49:31.891238,4
2022-11-17 12:49:41.891510,3
2022-11-17 12:49:51.891803,4
2022-11-17 12:50:01.892086,4
2022-11-17 12:50:11.892334,5
2022-11-17 12:50:21.892563,5
2022-11-17 12:50:31.892861,2
2022-11-17 12:50:41.893150,2
2022-11-17 12:50:51.893429,3
2022-11-17 12:51:01.893713,3
2022-11-17 12:51:11.894105,4
2022-11-17 12:51:21.894408,4
2022-11-17 12:51:31.894691,4
2022-11-17 12:51:41.894897,4
2022-11-17 12:51:51.895204,2
2022-11-17 12:52:01.895423,3
2022-11-17 12:52:11.895736,4
2022-11-17 12:52:21.895956,3
2022-11-17 12:52:31.896254,5
2022-11-17 12:52:41.896480,5
2022-11-17 12:52:51.896708,3
2022-11-17 12:53:01.896945,3
2022-11-17 12:53:11.897230,3
2022-11-17 12:53:21.897509,3
2022-11-17 12:53:31.897782,4
2022-11-17 12:53:41.898096,4
2022-11-17 12:53:51.898383,4
2022-11-17 12:54:01.898666,4
2022-11-17 12:54:11.898973,4
2022-11-17 12:54:21.899266,4
2022-11-17 12:54:31.899484,2
2022-11-17 12:54:41.899793,2
2022-11-17 12:54:51.900129,4
2022-11-17 12:55:01.900431,4
2022-11-17 12:55:11.900654,5
2022-11-17 12:55:21.900965,5
2022-11-17 12:55:31.901256,5
2022-11-17 12:55:41.901561,5
2022-11-17 12:55:51.901878,3
2022-11-17 12:56:01.902063,5
2022-11-17 12:56:11.902289,5
2022-11-17 12:56:21.902593,2
2022-11-17 12:56:31.902817,2
2022-11-17 12:56:41.903097,4
2022-11-17 12:56:51.903383,7
2022-11-17 12:57:01.903662,6
2022-11-17 12:57:11.903863,5
2022-11-17 12:57:21.904160,5
2022-11-17 12:57:31.904420,3
2022-11-17 12:57:41.904706,4
2022-11-17 12:57:51.904933,4
2022-11-17 12:58:01.905134,4
2022-11-17 12:58:11.905427,4
2022-11-17 12:58:21.905707,3
